1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-6.411488861773051440e-02
1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,-3.190007027088331615e+00
1.000000000000000000e+00,4.000000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+00,1.407349656474980171e-01
1.000000000000000000e+00,4.000000000000000000e+01,2.000000000000000000e+00,3.000000000000000000e+00,1.096458528418791170e-02
1.000000000000000000e+00,7.000000000000000000e+01,1.000000000000000000e+00,4.000000000000000000e+00,8.127682965842067397e-02
1.000000000000000000e+00,7.000000000000000000e+01,2.000000000000000000e+00,5.000000000000000000e+00,-1.171371306214823074e-03
1.000000000000000000e+00,9.900000000000000000e+01,1.000000000000000000e+00,6.000000000000000000e+00,-3.084249115260787377e+00
1.000000000000000000e+00,9.900000000000000000e+01,2.000000000000000000e+00,7.000000000000000000e+00,1.389005850975360556e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000000e+00,2.791372562753919283e-03
1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,9.000000000000000000e+00,5.599047073369261412e-03
1.000000000000000000e+00,4.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+01,-9.374245291265806412e-03
1.000000000000000000e+00,4.000000000000000000e+01,2.000000000000000000e+00,1.100000000000000000e+01,5.036158478686221684e+00
1.000000000000000000e+00,7.000000000000000000e+01,1.000000000000000000e+00,1.200000000000000000e+01,7.628452575387787427e-01
1.000000000000000000e+00,7.000000000000000000e+01,2.000000000000000000e+00,1.300000000000000000e+01,-4.345336029342721229e-01
1.000000000000000000e+00,9.900000000000000000e+01,1.000000000000000000e+00,1.400000000000000000e+01,-1.321158247330791013e+00
1.000000000000000000e+00,9.900000000000000000e+01,2.000000000000000000e+00,1.500000000000000000e+01,-6.215156017690881551e-02
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.600000000000000000e+01,9.961177642622101244e-03
1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.700000000000000000e+01,5.036064121063155152e-01
1.000000000000000000e+00,4.000000000000000000e+01,1.000000000000000000e+00,1.800000000000000000e+01,1.426769106694318612e-01
1.000000000000000000e+00,4.000000000000000000e+01,2.000000000000000000e+00,1.900000000000000000e+01,8.930963096490404096e-01
1.000000000000000000e+00,7.000000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+01,-6.355504814930674762e-01
1.000000000000000000e+00,7.000000000000000000e+01,2.000000000000000000e+00,2.100000000000000000e+01,-1.984849564077842965e+00
1.000000000000000000e+00,9.900000000000000000e+01,1.000000000000000000e+00,2.200000000000000000e+01,-3.706814738797276770e-02
1.000000000000000000e+00,9.900000000000000000e+01,2.000000000000000000e+00,2.300000000000000000e+01,-1.852269979818940149e+00
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.400000000000000000e+01,-4.562225484516788665e-01
1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,6.171155624662696786e-03
1.000000000000000000e+00,4.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.292074696225521957e-01
1.000000000000000000e+00,4.000000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00,2.947949344817593631e-02
1.000000000000000000e+00,7.000000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,-3.443197037962846463e-04
1.000000000000000000e+00,7.000000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00,-7.079537935917752374e-05
1.000000000000000000e+00,9.900000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+00,-5.646433576362818439e-05
1.000000000000000000e+00,9.900000000000000000e+01,2.000000000000000000e+00,6.000000000000000000e+00,8.428798486581448590e-02
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,7.000000000000000000e+00,1.353844120205028451e-02
1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00,-5.715207604976148707e-06
1.000000000000000000e+00,4.000000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00,-9.577189681468959662e-04
1.000000000000000000e+00,4.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+01,2.155944887572803581e-04
1.000000000000000000e+00,7.000000000000000000e+01,1.000000000000000000e+00,1.100000000000000000e+01,-3.773530833661014605e-01
1.000000000000000000e+00,7.000000000000000000e+01,2.000000000000000000e+00,1.200000000000000000e+01,-6.111713693939330866e-02
1.000000000000000000e+00,9.900000000000000000e+01,1.000000000000000000e+00,1.300000000000000000e+01,1.325596236751051815e-01
1.000000000000000000e+00,9.900000000000000000e+01,2.000000000000000000e+00,1.400000000000000000e+01,3.133580895862628918e-02
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+01,-1.212966362465892622e-01
1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.600000000000000000e+01,-5.098249601711579579e-05
1.000000000000000000e+00,4.000000000000000000e+01,1.000000000000000000e+00,1.700000000000000000e+01,-9.930015762418803460e-02
1.000000000000000000e+00,4.000000000000000000e+01,2.000000000000000000e+00,1.800000000000000000e+01,-2.529138799452272310e-02
1.000000000000000000e+00,7.000000000000000000e+01,1.000000000000000000e+00,1.900000000000000000e+01,-1.082611769027067017e-01
1.000000000000000000e+00,7.000000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+01,-4.176160111339200648e-02
1.000000000000000000e+00,9.900000000000000000e+01,1.000000000000000000e+00,2.100000000000000000e+01,1.271180470042658772e-01
1.000000000000000000e+00,9.900000000000000000e+01,2.000000000000000000e+00,2.200000000000000000e+01,4.715584067320662405e-05
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.300000000000000000e+01,9.924656915590078510e-02
1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,2.400000000000000000e+01,2.571661471180286540e-02
1.000000000000000000e+00,4.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,5.218652156380681362e+00
1.000000000000000000e+00,4.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,-5.935881354416688183e+00
1.000000000000000000e+00,7.000000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+00,9.822805907163320027e-01
1.000000000000000000e+00,7.000000000000000000e+01,2.000000000000000000e+00,3.000000000000000000e+00,4.315987367901629596e-02
1.000000000000000000e+00,9.900000000000000000e+01,1.000000000000000000e+00,4.000000000000000000e+00,3.131462520628631729e-01
1.000000000000000000e+00,9.900000000000000000e+01,2.000000000000000000e+00,5.000000000000000000e+00,-2.001685818261237856e-02
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,-6.352356376340607014e+00
1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,-5.320521106720266236e-03
1.000000000000000000e+00,4.000000000000000000e+01,1.000000000000000000e+00,8.000000000000000000e+00,1.191154579171960215e-03
1.000000000000000000e+00,4.000000000000000000e+01,2.000000000000000000e+00,9.000000000000000000e+00,-7.714154781269798311e-02
1.000000000000000000e+00,7.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+01,-4.538182024659932062e-02
1.000000000000000000e+00,7.000000000000000000e+01,2.000000000000000000e+00,1.100000000000000000e+01,1.499687740076645603e+01
1.000000000000000000e+00,9.900000000000000000e+01,1.000000000000000000e+00,1.200000000000000000e+01,2.667425146307049300e+00
1.000000000000000000e+00,9.900000000000000000e+01,2.000000000000000000e+00,1.300000000000000000e+01,-7.439831321974976763e-02
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.400000000000000000e+01,-1.255441501877614829e+00
1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.500000000000000000e+01,3.623496359594913230e-04
1.000000000000000000e+00,4.000000000000000000e+01,1.000000000000000000e+00,1.600000000000000000e+01,8.453727683632056636e-03
1.000000000000000000e+00,4.000000000000000000e+01,2.000000000000000000e+00,1.700000000000000000e+01,4.072872056198720836e-01
1.000000000000000000e+00,7.000000000000000000e+01,1.000000000000000000e+00,1.800000000000000000e+01,1.212529431011870329e-01
1.000000000000000000e+00,7.000000000000000000e+01,2.000000000000000000e+00,1.900000000000000000e+01,9.234937929080494490e-01
1.000000000000000000e+00,9.900000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+01,-7.874178722972766664e-01
1.000000000000000000e+00,9.900000000000000000e+01,2.000000000000000000e+00,2.100000000000000000e+01,-1.993963777859323327e+00
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.200000000000000000e+01,-3.665735398926094069e-02
1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,2.300000000000000000e+01,-1.820249852427806569e+00
1.000000000000000000e+00,4.000000000000000000e+01,1.000000000000000000e+00,2.400000000000000000e+01,-4.344523489892736512e-01
1.000000000000000000e+00,4.000000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,-2.302803161405707344e-02
1.000000000000000000e+00,7.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,5.985385305634410846e-02
1.000000000000000000e+00,7.000000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00,2.714940813904886951e-02
1.000000000000000000e+00,9.900000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,-5.906428311926190198e-04
1.000000000000000000e+00,9.900000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00,2.544509392273690013e-03
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,-2.705512052600308743e-04
1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00,2.414305572840628467e-01
1.000000000000000000e+00,4.000000000000000000e+01,1.000000000000000000e+00,7.000000000000000000e+00,8.424601355976688022e-02
1.000000000000000000e+00,4.000000000000000000e+01,2.000000000000000000e+00,8.000000000000000000e+00,-7.173365552604388695e-05
1.000000000000000000e+00,7.000000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00,-5.054534720657234692e-03
1.000000000000000000e+00,7.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+01,4.308507871135966688e-04
1.000000000000000000e+00,9.900000000000000000e+01,1.000000000000000000e+00,1.100000000000000000e+01,-7.265702100768252070e-01
1.000000000000000000e+00,9.900000000000000000e+01,2.000000000000000000e+00,1.200000000000000000e+01,-1.584329320105416772e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.300000000000000000e+01,1.201631242886717077e-01
1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.400000000000000000e+01,2.614684267330771514e-02
1.000000000000000000e+00,4.000000000000000000e+01,1.000000000000000000e+00,1.500000000000000000e+01,-1.232113100432112029e-01
1.000000000000000000e+00,4.000000000000000000e+01,2.000000000000000000e+00,1.600000000000000000e+01,-3.379918093473431698e-05
1.000000000000000000e+00,7.000000000000000000e+01,1.000000000000000000e+00,1.700000000000000000e+01,-8.923499151379556127e-02
1.000000000000000000e+00,7.000000000000000000e+01,2.000000000000000000e+00,1.800000000000000000e+01,-2.120681954731653759e-02
1.000000000000000000e+00,9.900000000000000000e+01,1.000000000000000000e+00,1.900000000000000000e+01,-5.063893211023106494e-02
1.000000000000000000e+00,9.900000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+01,-1.370743914963172203e-02
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.100000000000000000e+01,1.411289904805649309e-01
1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,2.200000000000000000e+01,3.640250097649515277e-05
1.000000000000000000e+00,4.000000000000000000e+01,1.000000000000000000e+00,2.300000000000000000e+01,9.767626272480765814e-02
1.000000000000000000e+00,4.000000000000000000e+01,2.000000000000000000e+00,2.400000000000000000e+01,2.405504432358293240e-02
1.000000000000000000e+00,7.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,9.941828867487762622e+00
1.000000000000000000e+00,7.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,-9.064760147670854806e+00
