1.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,8.685820797002978821e+00
1.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,1.322234455390145724e+00
1.000000000000000000e+00,1.300000000000000000e+01,1.000000000000000000e+00,1.047982509489214920e+01
1.000000000000000000e+00,1.300000000000000000e+01,2.000000000000000000e+00,2.063286605322981249e+00
1.000000000000000000e+00,2.000000000000000000e+01,1.000000000000000000e+00,9.085847155434741751e+00
1.000000000000000000e+00,2.000000000000000000e+01,2.000000000000000000e+00,2.291775730238356790e+00
1.000000000000000000e+00,4.000000000000000000e+01,1.000000000000000000e+00,8.095879825731353563e+00
1.000000000000000000e+00,4.000000000000000000e+01,2.000000000000000000e+00,1.620298571395723641e+00
1.000000000000000000e+00,9.700000000000000000e+01,1.000000000000000000e+00,6.958782552369257246e+00
1.000000000000000000e+00,9.700000000000000000e+01,2.000000000000000000e+00,2.293280031199842917e+00
2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,8.733404344626471527e+00
2.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,1.787876121124522655e+00
2.000000000000000000e+00,1.300000000000000000e+01,1.000000000000000000e+00,9.980508911523125803e+00
2.000000000000000000e+00,1.300000000000000000e+01,2.000000000000000000e+00,2.825851392939245699e+00
2.000000000000000000e+00,2.000000000000000000e+01,1.000000000000000000e+00,9.364738860729826087e+00
2.000000000000000000e+00,2.000000000000000000e+01,2.000000000000000000e+00,3.139930225274129238e+00
2.000000000000000000e+00,4.000000000000000000e+01,1.000000000000000000e+00,8.062484591100110620e+00
2.000000000000000000e+00,4.000000000000000000e+01,2.000000000000000000e+00,1.771080269673959373e+00
2.000000000000000000e+00,9.700000000000000000e+01,1.000000000000000000e+00,6.203314549470983152e+00
2.000000000000000000e+00,9.700000000000000000e+01,2.000000000000000000e+00,1.596665008531503283e+00
3.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,9.466825565307273038e+00
3.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,2.174654071452561954e+00
3.000000000000000000e+00,1.300000000000000000e+01,1.000000000000000000e+00,1.119919729622853488e+01
3.000000000000000000e+00,1.300000000000000000e+01,2.000000000000000000e+00,4.854534865716968461e+00
3.000000000000000000e+00,2.000000000000000000e+01,1.000000000000000000e+00,9.930135410985979405e+00
3.000000000000000000e+00,2.000000000000000000e+01,2.000000000000000000e+00,3.760357834585451808e+00
3.000000000000000000e+00,4.000000000000000000e+01,1.000000000000000000e+00,8.157638003321626030e+00
3.000000000000000000e+00,4.000000000000000000e+01,2.000000000000000000e+00,1.963358247153315528e+00
3.000000000000000000e+00,9.700000000000000000e+01,1.000000000000000000e+00,6.226631990753566548e+00
3.000000000000000000e+00,9.700000000000000000e+01,2.000000000000000000e+00,1.045214339578670826e+00
4.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,9.907013117454328111e+00
4.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,2.395841746267393102e+00
4.000000000000000000e+00,1.300000000000000000e+01,1.000000000000000000e+00,1.064246466092948395e+01
4.000000000000000000e+00,1.300000000000000000e+01,2.000000000000000000e+00,2.757882176058522372e+00
4.000000000000000000e+00,2.000000000000000000e+01,1.000000000000000000e+00,8.784037479268736348e+00
4.000000000000000000e+00,2.000000000000000000e+01,2.000000000000000000e+00,3.030658857363469849e+00
4.000000000000000000e+00,4.000000000000000000e+01,1.000000000000000000e+00,7.641585729008772532e+00
4.000000000000000000e+00,4.000000000000000000e+01,2.000000000000000000e+00,1.862144131715042006e+00
4.000000000000000000e+00,9.700000000000000000e+01,1.000000000000000000e+00,6.061025630517706375e+00
4.000000000000000000e+00,9.700000000000000000e+01,2.000000000000000000e+00,-4.877533645901878656e-01
5.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,8.631426438957522151e+00
5.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,1.646351608890657126e+00
5.000000000000000000e+00,1.300000000000000000e+01,1.000000000000000000e+00,1.043130154519949038e+01
5.000000000000000000e+00,1.300000000000000000e+01,2.000000000000000000e+00,3.626932037250843344e+00
5.000000000000000000e+00,2.000000000000000000e+01,1.000000000000000000e+00,9.575130082285152611e+00
5.000000000000000000e+00,2.000000000000000000e+01,2.000000000000000000e+00,4.411074753675534588e+00
5.000000000000000000e+00,4.000000000000000000e+01,1.000000000000000000e+00,8.223579346791591860e+00
5.000000000000000000e+00,4.000000000000000000e+01,2.000000000000000000e+00,1.653175491267508512e+00
5.000000000000000000e+00,9.700000000000000000e+01,1.000000000000000000e+00,7.477636921978862539e+00
5.000000000000000000e+00,9.700000000000000000e+01,2.000000000000000000e+00,1.416115360493456432e+00
6.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,1.007694768583126788e+01
6.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,1.487214086839943938e+00
6.000000000000000000e+00,1.300000000000000000e+01,1.000000000000000000e+00,1.209054943305221030e+01
6.000000000000000000e+00,1.300000000000000000e+01,2.000000000000000000e+00,4.056945724176528323e+00
6.000000000000000000e+00,2.000000000000000000e+01,1.000000000000000000e+00,1.041624076055519410e+01
6.000000000000000000e+00,2.000000000000000000e+01,2.000000000000000000e+00,3.753074943555356757e+00
6.000000000000000000e+00,4.000000000000000000e+01,1.000000000000000000e+00,9.107689705909242761e+00
6.000000000000000000e+00,4.000000000000000000e+01,2.000000000000000000e+00,2.881457573509422776e+00
6.000000000000000000e+00,9.700000000000000000e+01,1.000000000000000000e+00,7.882668904249392483e+00
6.000000000000000000e+00,9.700000000000000000e+01,2.000000000000000000e+00,2.198709984419930930e+00
7.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,8.753003594747312377e+00
7.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,1.801766608551341076e+00
7.000000000000000000e+00,1.300000000000000000e+01,1.000000000000000000e+00,1.074776199883489447e+01
7.000000000000000000e+00,1.300000000000000000e+01,2.000000000000000000e+00,2.035515084501535732e+00
7.000000000000000000e+00,2.000000000000000000e+01,1.000000000000000000e+00,9.490000506807289682e+00
7.000000000000000000e+00,2.000000000000000000e+01,2.000000000000000000e+00,2.621898901608266108e+00
7.000000000000000000e+00,4.000000000000000000e+01,1.000000000000000000e+00,7.855533993993686792e+00
7.000000000000000000e+00,4.000000000000000000e+01,2.000000000000000000e+00,1.815424612198979881e+00
7.000000000000000000e+00,9.700000000000000000e+01,1.000000000000000000e+00,6.127031085218132667e+00
7.000000000000000000e+00,9.700000000000000000e+01,2.000000000000000000e+00,6.520160229558354947e-01
